ncessch,test_score,learn_rate,urbanicity,level,perecd,high_ecd
60636000559,-1.485340621856038,0.9839972912002846,Suburb,Elementary,0.8194155470570004,1
60636000560,-1.460935957821198,1.502355294544019,Suburb,Elementary,0.8351409318858036,1
60639000561,-0.6119966545349875,0.9558366498519678,Rural,Elementary,0.3832996859023864,0
60639005790,-1.067703515164551,1.043586355504274,City,Elementary,0.5567375050295995,1
60639007503,1.184912819373245,0.959494613733379,City,Elementary,0.2207524221552013,0
60639009327,-1.866180115388134,0.8191185380010404,City,Elementary,0.7498739018956837,1
60639009329,-1.405994033294375,1.103955198068233,Rural,Elementary,0.5857372503744581,1
60639009330,-1.812589160691754,0.7145034265326341,City,Elementary,0.6988788428233804,1
60639009331,-2.084733026493734,0.9816299911353965,City,Elementary,0.6562851688294504,1
60639009332,-1.744209368060374,0.7737729096026206,City,Elementary,0.7532657644813393,1
60639009333,0.5691447691626852,1.01047664567214,City,Elementary,0.261387340237655,0
60639009335,-2.091637133708713,0.7950173929609718,City,Elementary,0.7168428512494631,1
60639009336,-0.7819475752586484,1.050673628349206,City,Elementary,0.4956352806609006,0
60639009337,-1.457087972043033,1.089906412743455,City,Elementary,0.4348244835801209,0
60639009339,-0.6894335695222145,1.074642940107152,City,Elementary,0.3981426775423115,0
60639009520,-2.26516627657326,0.8574020119827062,City,Elementary,0.6798046644277468,1
60639010221,-0.4391444953534478,0.9724207424918191,City,Elementary,0.4635982302130809,0
60639010503,-0.551930876633552,1.11719067911177,City,Elementary,0.6441560094903404,1
60639012036,-0.3102406967393447,0.8549153605806622,City,Elementary,0.3796975375446201,0
60639012414,-1.420284831172214,1.096989508611639,Rural,Elementary,0.6299085862463322,1
60642000562,-1.494820741770876,1.06344667534858,Rural,Elementary,0.5981272658783401,1
60645000565,-0.1806215536726965,0.8091337680017391,City,Elementary,0.562409409278628,1
60645000566,0.2288205924479385,1.103177336513508,City,Elementary,0.2617653945919008,0
60645000567,0.3665494248361787,1.11169908126657,City,Elementary,0.3458559475649947,0
60645000568,-0.1162441517812436,0.9396597654299321,City,Elementary,0.3205425372891954,0
60645000569,0.6867087405043115,1.149042880740371,City,Elementary,0.1941795950427369,0
60645000570,-0.2121645853541336,1.061793081133225,City,Middle,0.3170688846467827,0
60645000571,-0.2511559738805413,1.138878293388263,City,Middle,0.3624670842882752,0
60645000573,-0.4829918902960175,1.041099531521036,City,Elementary,0.5553611108583255,1
60645000574,0.3111097505017764,1.580773461156818,City,Elementary,0.4761925425738897,0
60645000576,0.3735117690930281,1.072248014920578,City,Middle,0.3246246466641123,0
60645000577,-0.0493281073851595,0.8379618101455629,City,Elementary,0.6093337685050925,1
60645000578,0.6636176350484551,1.670101728720041,City,Elementary,0.157217978735433,0
60645000579,0.63988920092548085,1.271828283943491,City,Elementary,0.1842638801405649,0
60645000580,-0.5377799729906307,0.8415819757034501,City,Elementary,0.5197062081392656,0
60648000581,1.808021577120628,1.440498585444876,Suburb,Middle,0.1157999992232447,0
60648000582,2.537098452981846,1.256784991670033,Suburb,Elementary,0.0537283870910616,0
60648000583,1.885375667165777,1.188392676129281,Suburb,Elementary,0.0377758374253937,0
60648000584,0.6476406590962487,1.267757983909394,Suburb,Elementary,0.2153248650742004,0
60651000587,-0.569422658527146,1.391659467974279,Rural,Elementary,0.6161101600029808,1
60654000588,-1.892776500581755,1.068565515019355,Rural,Elementary,0.921703688918534,1
60657000589,-1.847492619415852,0.5115113865088098,City,Elementary,0.8244793661226187,1
60657007898,-0.7019753523369454,0.779972830766204,City,Elementary,0.6477425976909741,1
60657008801,-1.416963427521804,0.7096777513156567,City,Elementary,0.7639624075812813,1
60657011526,-1.374189376719245,0.9464962317689437,City,Other,0.6257492461426283,1
60658000591,-1.872367202325002,1.063229587368384,Rural,Elementary,0.6694700165016482,1
60669000593,-0.5471343547342951,1.433953176251069,Rural,Elementary,0.5451389583497421,0
60672000594,-3.16142054952223,0.9814612642364644,Rural,Elementary,0.9493316705819225,1
60675000595,-0.4753843652765077,1.237203803094914,Rural,Middle,0.2929584695544034,0
60675007653,0.395340227299446,1.330302484476104,Town,Elementary,0.3426851710306146,0
60675010475,-0.2611550773280911,1.410608591882778,Town,Elementary,0.1971260003315328,0
60678000596,-0.9051700830145526,1.094796494576284,Town,Elementary,0.4983311781534268,0
60678000597,-0.8882709534193838,1.226015275458146,Rural,Elementary,0.5510423661280766,1
60678000598,-0.4858935608812054,1.712184085064114,Rural,Elementary,0.388822930425312,0
60678000601,-0.5123119407819434,0.9709768133801373,Town,Middle,0.4194678076293352,0
60681000603,-1.959697175351436,1.142386185772854,Suburb,Elementary,0.8988083355731482,1
60681000604,0.0502860987335065,0.8713169296158465,Suburb,Elementary,0.4820116918646017,0
60681000606,-1.763977817225207,0.9870736175557272,Suburb,Elementary,0.74511570439135,1
60681000607,-2.207878403859031,1.04923921952194,Suburb,Middle,0.9112758409657601,1
60681000608,-1.876270620153725,1.496322748105339,Suburb,Elementary,0.866567718940012,1
60681000612,-2.279674753631519,1.31112263289988,Suburb,Middle,0.856556382600072,1
60681000613,-0.5987566506972266,0.9983742228788796,Suburb,Elementary,0.5416415738131943,0
60681000614,1.629308221876325,1.004988445990066,Suburb,Elementary,0.1723170987676064,0
60681000615,-1.667100347120996,0.9055954012320201,Suburb,Middle,0.7421860229301493,1
60681000616,-1.527766008465577,1.091563700955786,Suburb,Elementary,0.638478676552604,1
60681000617,-2.613778920723934,0.7381466573400141,Suburb,Elementary,0.9157391474008294,1
60681000618,-2.571615569656494,0.5655468997442431,Suburb,Elementary,0.9503724598575127,1
60681000619,-1.153481110682948,1.166248718073071,Suburb,Elementary,0.7237941326527761,1
60681000620,-1.631250589902813,1.127363311363209,Suburb,Elementary,0.8650836036612815,1
60681000621,-1.169190608280622,1.151409751567385,Suburb,Elementary,0.730884950860708,1
60681000622,-1.600071412757708,1.274846581965741,Suburb,Middle,0.746951339353946,1
60681000623,-1.679247435478167,1.281158645293807,Suburb,Elementary,0.8956501906618292,1
60681001165,0.1574316571572947,1.026812122693578,Suburb,Elementary,0.4397160353359273,0
60681003925,-0.0994105779192909,1.207545514067925,Suburb,Elementary,0.3125493923666287,0
60681005234,1.073262120666056,0.8803498115779695,Suburb,Middle,0.3083261826836262,0
60681007655,0.7486775204412242,0.9399802011306763,Suburb,Elementary,0.2566093558859726,0
60681008802,0.2949369695437012,1.323671061609958,Suburb,Elementary,0.3546162112060869,0
60681011124,-0.2509586763134335,1.115468413268483,Suburb,Elementary,0.7086551440667518,1
60681011751,-0.1020162268351905,0.7796898347048017,Rural,Middle,0.3935605353920179,0
60687000628,-0.4213699535101121,0.7653440163605186,Rural,Elementary,0.5112868282059329,0
60687000629,-0.8261297425531602,1.053031480371619,Rural,Elementary,0.8115939498611414,1
60687000630,-1.477933574908133,1.194233812335763,Rural,Elementary,0.675045149406872,1
60687000631,-1.002592442241204,1.032366015212198,Rural,Elementary,0.4630764686528175,0
